Spa.1,Spa.2,Spa.3,Spa.4,Vp,In
3,6,65,68,-13.9,1236.557
3,6,68,71,-11.198,1236.557
3,6,71,2,-56.231,32.617
3,6,69,72,-8.518,1238.3
4,7,2,5,-296.251,726.886
4,7,5,8,1333.735,726.886
4,7,8,11,-414.228,726.886
4,7,11,14,-57.367,726.886
4,7,14,17,-50.414,726.886
4,7,17,20,-11.408,1190.205
4,7,20,23,-3.506,1190.205
4,7,23,26,-19.896,1190.205
4,7,26,29,0,1190.205
4,7,29,32,-0.165,1190.205
4,7,3,6,2675.69,1189.5
4,7,6,9,9.475,1189.5
4,7,9,12,-255.609,1189.5
4,7,12,15,-97.62,1189.5
4,7,15,18,-44.059,1189.5
4,7,18,21,-6.822,1189.5
4,7,21,24,-3.609,1189.5
4,7,24,27,-18.092,1189.5
4,7,27,30,0.022,1189.5
4,7,30,33,-0.27,1189.5
4,7,10,13,-139.936,1189.493
4,7,13,16,-101.117,1189.493
4,7,16,19,-20.781,1189.493
4,7,19,22,-4.608,1189.493
4,7,22,25,-20.984,1189.493
4,7,25,28,0.064,1189.493
4,7,28,31,0,1189.493
4,7,31,34,-0.518,1189.493
4,7,34,37,-2.137,1189.493
4,7,37,40,-1.443,1189.493
4,7,32,35,-1.107,1189.19
4,7,35,38,-1.863,1189.19
4,7,38,41,-1.663,1189.19
4,7,41,44,-3.893,1189.19
4,7,44,47,-4.754,1189.19
4,7,47,50,19.292,1189.19
4,7,50,53,0.865,1189.19
4,7,53,56,0.636,1189.19
4,7,56,59,0.226,1189.19
4,7,59,62,-2.203,1189.19
4,7,33,36,-1.939,1188.582
4,7,36,39,-1.31,1188.582
4,7,39,42,-2.423,1188.582
4,7,42,45,-4.274,1188.582
4,7,45,48,-4.169,1188.582
4,7,48,51,20.44,1188.582
4,7,51,54,0.811,1188.582
4,7,54,57,0.677,1188.582
4,7,57,60,-0.385,1188.582
4,7,60,63,-3.211,1188.582
4,7,40,43,-3.224,1188.599
4,7,43,46,-4.505,1188.599
4,7,46,49,17.376,1188.599
4,7,49,52,0.879,1188.599
4,7,52,55,0.696,1188.599
4,7,55,58,0.703,1188.599
4,7,58,61,-1.355,1188.599
4,7,61,64,-4.54,1188.599
4,7,64,67,-9.901,1188.599
4,7,67,70,-12.958,1188.599
4,7,62,65,-6.604,1183.701
4,7,65,68,-12.457,1183.701
4,7,68,71,-9.106,1183.701
4,7,71,2,-782.04,1183.701
4,7,2,63,808.815,1183.701
4,7,63,66,-8.523,1183.701
4,7,66,69,-13.817,1183.701
4,7,69,72,-6.604,1183.701
4,7,72,3,-56.47,30.058
4,7,70,1,-46.299,121.575
5,8,1,4,-1600.827,1271.176
5,8,4,7,2333.727,1271.176
5,8,7,10,251.212,1271.176
5,8,10,13,-435.945,1271.176
5,8,13,16,-187.723,1271.176
5,8,16,19,-34.869,1271.176
5,8,19,22,-7.208,1269.397
5,8,22,25,-29.326,1269.397
5,8,25,28,-0.003,1269.397
5,8,28,31,-0.344,1269.397
5,8,3,6,-496.952,845.54
5,8,6,9,1982.562,845.54
5,8,9,12,-764.441,845.54
5,8,12,15,-129.631,845.54
5,8,15,18,-50.573,845.54
5,8,18,21,-10.806,1270.357
5,8,21,24,-5.426,1270.357
5,8,24,27,-25.261,1270.357
5,8,27,30,-0.121,1270.357
5,8,30,33,-0.585,1270.357
5,8,11,14,-228.199,1269.218
5,8,14,17,-146.449,1269.218
5,8,17,20,-18.619,1269.218
5,8,20,23,-5.332,1269.218
5,8,23,26,-27.772,1269.218
5,8,26,29,-0.06,1269.218
5,8,29,32,-0.375,1269.218
5,8,32,35,-2.111,1269.218
5,8,35,38,-3.249,1269.218
5,8,38,41,-1.996,1269.218
5,8,31,34,-0.795,1269.31
5,8,34,37,-3.955,1269.31
5,8,37,40,-1.825,1269.31
5,8,40,43,-3.511,1269.31
5,8,43,46,-4.312,1269.31
5,8,46,49,21.783,1269.31
5,8,49,52,0.936,1269.31
5,8,52,55,0.41,1269.31
5,8,55,58,-1.25,1269.31
5,8,58,61,-3.669,1269.31
5,8,33,36,-3.596,1268.948
5,8,36,39,-1.939,1268.948
5,8,39,42,-2.76,1268.948
5,8,42,45,-4.262,1268.948
5,8,45,48,-3.822,1268.948
5,8,48,51,24.771,1268.948
5,8,51,54,0.69,1268.948
5,8,54,57,-0.331,1268.948
5,8,57,60,-3.3,1268.948
5,8,60,63,-4.67,1268.948
5,8,41,44,-4.066,1268.632
5,8,44,47,-4.445,1268.632
5,8,47,50,23.582,1268.632
5,8,50,53,0.865,1268.632
5,8,53,56,0.108,1268.632
5,8,56,59,-2.767,1268.632
5,8,59,62,-3.651,1268.632
5,8,62,65,-8.289,1268.632
5,8,65,68,-12.089,1268.632
5,8,68,71,-7.693,1268.632
5,8,61,64,-6.07,1268.115
5,8,64,67,-10.591,1268.115
5,8,67,70,-11.386,1268.115
5,8,70,1,-263.472,1268.115
5,8,1,63,288.139,1268.115
5,8,63,66,-9.961,1268.115
5,8,66,69,-12.571,1268.115
5,8,69,72,-5.243,1268.115
5,8,72,3,-742.049,1268.115
5,8,71,2,-48.232,157.37
6,9,1,4,-567.839,1301.286
6,9,4,7,11.191,1301.286
6,9,7,10,2577.526,1301.286
6,9,10,13,-1412.368,1299.861
6,9,13,16,-300.325,1299.861
6,9,16,19,-50.55,1299.861
6,9,19,22,-9.853,1299.861
6,9,22,25,-37.023,1299.861
6,9,25,28,-0.06,1299.861
6,9,28,31,0.678,1299.861
6,9,2,5,-1584.847,1299.637
6,9,5,8,3049.86,1299.637
6,9,8,11,-398.43,1299.637
6,9,11,14,-497.898,1299.637
6,9,14,17,-224.579,1299.637
6,9,17,20,-26.412,1299.637
6,9,20,23,-7.236,1299.673
6,9,23,26,-35.191,1299.673
6,9,26,29,-0.14,1299.673
6,9,29,32,-0.592,1299.673
6,9,12,15,-337.905,1299.193
6,9,15,18,-113.005,1299.193
6,9,18,21,-15.017,1299.193
6,9,21,24,-6.842,1299.193
6,9,24,27,-32.068,1299.193
6,9,27,30,-0.191,1299.193
6,9,30,33,-0.875,1299.193
6,9,33,36,-5.001,1299.193
6,9,36,39,-2.436,1299.193
6,9,39,42,-2.909,1299.193
6,9,31,34,-1.319,1298.32
6,9,34,37,-5.5,1298.32
6,9,37,40,-2.067,1298.32
6,9,40,43,-3.556,1298.32
6,9,43,46,-3.968,1298.32
6,9,46,49,24.84,1298.32
6,9,49,52,1.022,1298.32
6,9,52,55,0.064,1298.32
6,9,55,58,-3.297,1298.32
6,9,58,61,-5.713,1298.32
6,9,32,35,-2.95,1297.723
6,9,35,38,-4.356,1297.723
6,9,38,41,-2.162,1297.723
6,9,41,44,-3.991,1297.723
6,9,44,47,-3.981,1297.723
6,9,47,50,26.654,1297.723
6,9,50,53,0.801,1297.723
6,9,53,56,-0.512,1297.723
6,9,56,59,-5.765,1297.723
6,9,59,62,-4.715,1297.723
6,9,42,45,-4.047,1297.515
6,9,45,48,-3.396,1297.515
6,9,48,51,27.575,1297.515
6,9,51,54,0.531,1297.515
6,9,54,57,-1.447,1297.515
6,9,57,60,-6.151,1297.515
6,9,60,63,-5.578,1297.515
6,9,63,66,-10.295,1297.515
6,9,66,69,-10.874,1297.515
6,9,69,72,-4.05,1297.515
6,9,61,64,-6.868,1296.961
6,9,64,67,-10.362,1296.961
6,9,67,70,-9.602,1296.961
6,9,70,1,-180.274,1296.961
6,9,1,62,205.266,1296.961
6,9,62,65,-8.962,1296.961
6,9,65,68,-10.987,1296.961
6,9,68,71,-6.273,1296.961
6,9,71,2,-246.526,1296.961
6,9,72,3,-47.802,152.518
7,10,4,1,206.245,1234.453
7,10,1,70,99.556,1234.453
7,10,70,67,6.085,1234.453
7,10,67,64,7.805,1234.453
7,10,64,61,6.073,1234.453
7,10,61,58,6.866,1234.453
7,10,58,55,5.091,1234.453
7,10,55,52,0.394,1234.453
7,10,52,49,-0.859,1234.453
7,10,49,46,-23.78,1234.453
7,10,2,5,-398.311,1233.289
7,10,5,8,244.794,1233.289
7,10,8,11,2006.48,1233.289
7,10,11,14,-1308.371,1233.289
7,10,14,17,-311.856,1233.289
7,10,17,20,-32.881,1233.289
7,10,20,23,-8.476,1232.414
7,10,23,26,-37.627,1232.414
7,10,26,29,-0.191,1232.414
7,10,29,32,-0.731,1232.414
7,10,3,6,-858.923,1232.692
7,10,6,9,2445.289,1232.692
7,10,9,12,-577.652,1232.692
7,10,12,15,-580.421,1232.692
7,10,15,18,-150.431,1232.692
7,10,18,21,-18.214,1232.692
7,10,21,24,-7.999,1232.036
7,10,24,27,-33.901,1232.036
7,10,27,30,-0.296,1232.036
7,10,30,33,-1.046,1232.036
7,10,13,16,-447.727,1232.226
7,10,16,19,-64.756,1232.226
7,10,19,22,-11.712,1232.226
7,10,22,25,-39.778,1232.226
7,10,25,28,-0.126,1232.226
7,10,28,31,-0.301,1232.226
7,10,31,34,-1.771,1232.226
7,10,34,37,-6.178,1232.226
7,10,37,40,-1.898,1232.226
7,10,40,43,-2.861,1232.226
7,10,32,35,-3.331,1232.031
7,10,35,38,-4.766,1232.031
7,10,38,41,-1.895,1232.031
7,10,41,44,-3.107,1232.031
7,10,44,47,-2.785,1232.031
7,10,47,50,25.067,1232.031
7,10,50,53,0.557,1232.031
7,10,53,56,-1.183,1232.031
7,10,56,59,-8.175,1232.031
7,10,59,62,-4.784,1232.031
7,10,33,36,-5.653,1232.062
7,10,36,39,-2.493,1232.062
7,10,39,42,-2.391,1232.062
7,10,42,45,-2.983,1232.062
7,10,45,48,-2.299,1232.062
7,10,48,51,25.789,1232.062
7,10,51,54,0.21,1232.062
7,10,54,57,-2.486,1232.062
7,10,57,60,-8.225,1232.062
7,10,60,63,-5.198,1232.062
7,10,43,46,-2.842,1232.038
7,10,46,62,10.365,1232.038
7,10,62,65,-7.5,1232.038
7,10,65,68,-7.617,1232.038
7,10,68,71,-3.812,1232.038
7,10,71,2,-128.924,1232.038
7,10,2,63,145.967,1232.038
7,10,63,66,-8.222,1232.038
7,10,66,69,-7.103,1232.038
7,10,69,72,-2.283,1232.038
7,10,72,3,-49.144,314.081
8,11,1,4,-50.295,698.573
8,11,4,7,-398.616,698.573
8,11,7,10,1139.123,698.573
8,11,10,13,-64.958,698.573
8,11,13,16,-492.381,698.573
8,11,16,19,-54.189,698.573
8,11,19,22,-15.655,1249.668
8,11,22,25,-46.816,1249.668
8,11,25,28,-0.21,1249.668
8,11,28,31,-0.22,1249.668
8,11,5,2,150.895,1246.68
8,11,2,71,70.354,1246.68
8,11,71,68,1.927,1246.68
8,11,68,65,4.751,1246.68
8,11,65,62,5.898,1246.68
8,11,62,59,4.84,1246.68
8,11,59,56,11.324,1246.68
8,11,56,53,2.057,1246.68
8,11,53,50,-0.273,1246.68
8,11,50,47,-24.854,1246.68
8,11,3,6,-238.45,1245.954
8,11,6,9,-379.835,1245.954
8,11,9,12,2658.332,1245.954
8,11,12,15,-1605.683,1245.954
8,11,15,18,-237.979,1245.954
8,11,18,21,-24.975,1245.954
8,11,21,24,-9.994,1245.031
8,11,24,27,-39.499,1245.031
8,11,27,30,-0.423,1245.031
8,11,30,33,-1.282,1245.031
8,11,14,17,-529.59,1244.182
8,11,17,20,-46.778,1244.182
8,11,20,23,-11.046,1244.182
8,11,23,26,-44.107,1244.182
8,11,26,29,-0.264,1244.182
8,11,29,32,-0.903,1244.182
8,11,32,35,-3.934,1244.182
8,11,35,38,-5.408,1244.182
8,11,38,41,-1.631,1244.182
8,11,41,44,-2.327,1244.182
8,11,31,34,-2.051,1243.714
8,11,34,37,-7.166,1243.714
8,11,37,40,-1.78,1243.714
8,11,40,43,-2.22,1243.714
8,11,43,46,-1.911,1243.714
8,11,46,49,23.789,1243.714
8,11,49,52,0.726,1243.714
8,11,52,55,-0.976,1243.714
8,11,55,58,-7.424,1243.714
8,11,58,61,-8.294,1243.714
8,11,33,36,-6.565,1242.977
8,11,36,39,-2.636,1242.977
8,11,39,42,-1.974,1242.977
8,11,42,45,-2.124,1242.977
8,11,45,48,-1.475,1242.977
8,11,48,51,25.175,1242.977
8,11,51,54,-0.169,1242.977
8,11,54,57,-3.908,1242.977
8,11,57,60,-10.938,1242.977
8,11,60,63,-4.718,1242.977
8,11,44,47,-1.806,1242.408
8,11,47,61,8.298,1242.408
8,11,61,64,-6.14,1242.408
8,11,64,67,-4.328,1242.408
8,11,67,70,-3.323,1242.408
8,11,70,1,-55.636,1242.408
8,11,1,63,66.278,1242.408
8,11,63,66,-6.086,1242.408
8,11,66,69,-4.054,1242.408
8,11,69,72,-1.024,1242.408
8,11,72,3,-51.535,644.581
9,12,1,4,-50.651,1159.439
9,12,4,7,-249.414,1159.439
9,12,7,10,-542.173,1159.439
9,12,10,13,3499.427,1159.439
9,12,13,16,-2363.445,1159.439
9,12,16,19,-155.463,1159.439
9,12,19,22,-24.631,1298.496
9,12,22,25,-64.698,1298.496
9,12,25,28,-0.299,1298.496
9,12,28,31,-0.621,1298.496
9,12,2,5,-56.559,821.006
9,12,5,8,-743.554,821.006
9,12,8,11,1753.302,821.006
9,12,11,14,-66.647,821.006
9,12,14,17,-739.307,821.006
9,12,17,20,-50.389,821.006
9,12,20,23,-17.048,1299.121
9,12,23,26,-60.782,1299.121
9,12,26,29,-0.388,1299.121
9,12,29,32,-1.237,1299.121
9,12,6,3,126.493,1296.846
9,12,3,72,69.342,1296.846
9,12,72,69,0.372,1296.846
9,12,69,66,2.563,1296.846
9,12,66,63,5.107,1296.846
9,12,63,60,4.856,1296.846
9,12,60,57,15.461,1296.846
9,12,57,54,6.003,1296.846
9,12,54,51,0.649,1296.846
9,12,51,48,-29.683,1296.846
9,12,15,18,-463.888,1295.787
9,12,18,21,-40.512,1295.787
9,12,21,24,-15.008,1295.787
9,12,24,27,-53.844,1295.787
9,12,27,30,-0.582,1295.787
9,12,30,33,-1.717,1295.787
9,12,33,36,-8.583,1295.787
9,12,36,39,-3.23,1295.787
9,12,39,42,-1.949,1295.787
9,12,42,45,-1.787,1295.787
9,12,31,34,-2.47,1294.549
9,12,34,37,-9.316,1294.549
9,12,37,40,-1.974,1294.549
9,12,40,43,-2.08,1294.549
9,12,43,46,-1.545,1294.549
9,12,46,49,28.318,1294.549
9,12,49,52,0.716,1294.549
9,12,52,55,-1.761,1294.549
9,12,55,58,-11.062,1294.549
9,12,58,61,-11.028,1294.549
9,12,32,35,-5.155,1294.057
9,12,35,38,-6.922,1294.057
9,12,38,41,-1.707,1294.057
9,12,41,44,-2.096,1294.057
9,12,44,47,-1.405,1294.057
9,12,47,50,29.189,1294.057
9,12,50,53,0.022,1294.057
9,12,53,56,-3.319,1294.057
9,12,56,59,-16.34,1294.057
9,12,59,62,-5.538,1294.057
9,12,45,48,-1.103,1293.126
9,12,48,61,5.847,1293.126
9,12,61,64,-3.237,1293.126
9,12,64,67,-5.795,1293.126
9,12,67,70,-1.952,1293.126
9,12,70,1,-40.635,1293.126
9,12,1,62,50.032,1293.126
9,12,62,65,-5.224,1293.126
9,12,65,68,-3.335,1293.126
9,12,68,71,-0.992,1293.126
9,12,71,2,-49.847,1280.513
10,13,1,4,-31.991,1047.317
10,13,4,7,-123.284,1047.317
10,13,7,2,149.444,1047.317
10,13,2,5,-48.395,1047.317
10,13,5,8,-359.192,1047.317
10,13,8,11,-95.381,1047.317
10,13,11,14,4791.605,1047.317
10,13,14,17,-3989.366,1046.61
10,13,17,20,-137.509,1046.61
10,13,20,23,-24.981,1046.61
10,13,3,6,-50.359,821.215
10,13,6,9,-893.815,821.215
10,13,9,12,2477.673,821.215
10,13,12,15,-515.116,821.215
10,13,15,18,-845.484,821.215
10,13,18,21,-50.923,821.215
10,13,21,24,-20.752,1046.861
10,13,24,27,-67.832,1046.861
10,13,27,30,-0.712,1046.861
10,13,30,33,-2.042,1046.861
10,13,16,19,-335.9,1046.444
10,13,19,22,-37.46,1046.444
10,13,22,25,-82.381,1046.444
10,13,25,28,-0.41,1046.444
10,13,28,31,0.019,1046.444
10,13,31,34,-4.08,1046.444
10,13,34,37,-10.685,1046.444
10,13,37,40,-1.952,1046.444
10,13,40,43,-1.685,1046.444
10,13,43,46,-1.011,1046.444
10,13,23,26,-76.852,1046.691
10,13,26,29,-0.477,1046.691
10,13,29,32,-1.482,1046.691
10,13,32,35,-5.934,1046.691
10,13,35,38,-7.86,1046.691
10,13,38,41,-1.584,1046.691
10,13,41,44,-1.606,1046.691
10,13,44,47,-0.849,1046.691
10,13,47,50,31.331,1046.691
10,13,50,53,-0.315,1046.691
10,13,33,36,-9.856,1046.227
10,13,36,39,-3.516,1046.227
10,13,39,42,-1.672,1046.227
10,13,42,45,-1.253,1046.227
10,13,45,48,-0.655,1046.227
10,13,48,51,31.558,1046.227
10,13,51,54,-1.17,1046.227
10,13,54,57,-7.739,1046.227
10,13,57,60,-18.651,1046.227
10,13,60,63,-4.155,1046.227
10,13,46,49,30.527,1049.019
10,13,49,52,0.602,1049.019
10,13,52,55,-2.55,1049.019
10,13,55,58,-13.958,1049.019
10,13,58,61,-12.7,1049.019
10,13,61,64,-3.737,1049.019
10,13,64,67,-2.512,1049.019
10,13,67,70,-0.585,1049.019
10,13,70,1,-25.764,1049.019
10,13,53,56,-4.47,1049.277
10,13,56,59,-20.202,1049.277
10,13,59,62,-5.478,1049.277
10,13,62,65,-3.708,1049.277
10,13,65,68,-1.593,1049.277
10,13,68,71,-0.121,1049.277
10,13,71,2,-31.6,1049.277
10,13,2,63,35.849,1049.277
10,13,63,66,-3.329,1049.277
10,13,66,69,-0.941,1049.277
10,13,69,72,0.172,1048.758
10,13,72,3,-42.553,1048.758
11,14,1,4,-27.333,1022.512
11,14,4,7,-80.839,1022.512
11,14,7,10,-1087.903,1022.512
11,14,10,13,4676.968,1022.512
11,14,13,16,-1976.446,1022.754
11,14,16,19,-1165.612,1022.754
11,14,19,22,-95.832,1022.754
11,14,22,25,-175.683,1022.754
11,14,25,28,-0.909,1022.754
11,14,28,31,4.156,1022.754
11,14,2,5,-39.212,1022.532
11,14,5,8,-184.182,1022.532
11,14,8,3,214.069,1022.532
11,14,3,6,-48.433,1022.532
11,14,6,9,-392.557,1022.532
11,14,9,12,-83.098,1022.532
11,14,12,15,6108.917,1022.532
11,14,15,18,-5119.804,1019.381
11,14,18,21,-175.337,1019.381
11,14,21,24,-48.725,1019.381
11,14,17,20,-408.218,1021.947
11,14,20,23,-61.46,1021.947
11,14,23,26,-162.529,1021.947
11,14,26,29,-0.999,1021.947
11,14,29,32,-2.897,1021.947
11,14,32,35,-11.293,1021.947
11,14,35,38,-14.65,1021.947
11,14,38,41,-2.483,1021.947
11,14,41,44,-2.044,1021.947
11,14,44,47,-0.804,1021.947
11,14,24,27,-141.695,1022.002
11,14,27,30,-1.469,1022.002
11,14,30,33,-3.939,1022.002
11,14,33,36,-18.545,1022.002
11,14,36,39,-6.334,1022.002
11,14,39,42,-2.433,1022.002
11,14,42,45,-1.444,1022.002
11,14,45,48,-0.55,1022.002
11,14,48,51,56.968,1022.002
11,14,51,54,-2.813,1022.002
11,14,31,34,-5.987,1021.059
11,14,34,37,-20.062,1021.059
11,14,37,40,-3.23,1021.059
11,14,40,43,-2.29,1021.059
11,14,43,46,-1.021,1021.059
11,14,46,49,55.623,1021.059
11,14,49,52,0.735,1021.059
11,14,52,55,-5.488,1021.059
11,14,55,58,-27.598,1021.059
11,14,58,61,-23.528,1021.059
11,14,47,50,56.568,1020.326
11,14,50,53,-1.052,1020.326
11,14,53,56,-9.217,1020.326
11,14,56,59,-39.233,1020.326
11,14,59,62,-8.954,1020.326
11,14,62,65,-4.064,1020.326
11,14,65,68,-0.738,1020.326
11,14,68,71,0.63,1020.326
11,14,71,2,-31.404,1020.326
11,14,54,57,-15.62,1020.104
11,14,57,60,-35.822,1020.104
11,14,60,63,-5.917,1020.104
11,14,63,66,-3.253,1020.104
11,14,66,69,0.162,1020.104
11,14,69,72,0.766,1020.104
11,14,72,3,-41.077,1020.104
11,14,3,61,46.732,1020.104
11,14,61,64,-4.668,1020.104
11,14,64,67,-2.012,1020.104
11,14,67,70,0.486,1019.632
11,14,70,1,-25.906,1019.632
12,15,1,4,-28.287,807.622
12,15,4,7,-66.306,807.622
12,15,7,10,-380.173,807.622
12,15,10,13,-505.721,807.622
12,15,13,16,1532.22,177.499
12,15,16,19,-1170.339,177.499
12,15,19,22,-49.987,177.499
12,15,22,25,-74.563,177.499
12,15,25,28,-1.676,809.697
12,15,28,31,-2.035,809.697
12,15,2,5,-38.852,809.737
12,15,5,8,-124.072,809.737
